player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,group,year
FishWiiiLCE,338,0.86,182.0,0.84,0.64,124.5,0.63,0.23,0.76,0.07,0.09,0.21,0.07,gc,2024
masNXL,377,0.86,181.7,0.78,0.67,121.9,0.6,0.32,0.77,0.07,0.12,0.2,0.18,challengers,2024
seokJGGA,393,0.86,181.6,0.79,0.7,105.2,0.6,0.43,0.75,0.07,0.11,0.21,0.1,challengers,2025
S0pA,304,0.86,181.3,0.84,0.65,121.1,0.62,0.19,0.73,0.1,0.08,0.21,0.09,challengers,2023
NeeishFXP.B,337,0.86,181.1,0.82,0.65,114.7,0.63,0.3,0.77,0.07,0.12,0.26,0.16,gc,2024
SeolhoNC,403,0.86,181.0,0.78,0.68,119.8,0.63,0.42,0.8,0.06,0.08,0.26,0.15,challengers,2023
MercureZER,708,0.86,181.0,0.88,0.66,123.3,0.64,0.17,0.72,0.09,0.11,0.27,0.11,challengers,2023
natuInte,292,0.86,180.8,0.85,0.64,117.8,0.62,0.22,0.73,0.1,0.1,0.17,0.14,gc,2023
indraBZK,330,0.86,180.8,0.84,0.7,119.1,0.6,0.31,0.71,0.08,0.11,0.25,0.18,challengers,2024
kuro,378,0.86,180.4,0.79,0.69,115.9,0.62,0.35,0.78,0.05,0.08,0.32,0.12,challengers,2025
reka,201,0.86,180.2,0.82,0.63,125.8,0.61,0.17,0.74,0.06,0.08,0.2,0.11,gc,2023
LimpBPC,224,0.86,178.9,0.82,0.65,126.4,0.64,0.26,0.78,0.08,0.07,0.29,0.03,challengers,2024
LiNn,271,0.86,178.8,0.81,0.66,126.8,0.59,0.26,0.73,0.07,0.13,0.21,0.15,gc,2025
drainPG,207,0.86,178.7,0.81,0.73,119.1,0.62,0.36,0.77,0.11,0.1,0.29,0.19,challengers,2024
AruMISK,525,0.86,178.5,0.83,0.7,105.6,0.62,0.29,0.75,0.1,0.11,0.28,0.14,challengers,2025
APEXO2G,233,0.86,178.4,0.84,0.64,121.4,0.61,0.19,0.73,0.09,0.11,0.27,0.13,challengers,2023
anjoanjo,362,0.86,178.4,0.89,0.68,119.1,0.64,0.23,0.72,0.05,0.07,0.22,0.13,gc,2024
iDexHGE,603,0.86,178.2,0.84,0.68,115.6,0.6,0.28,0.71,0.09,0.09,0.29,0.22,challengers,2025
MaftyHIT,277,0.86,177.5,0.79,0.66,119.2,0.59,0.3,0.75,0.08,0.14,0.19,0.0,challengers,2023
gbcPRA,627,0.86,177.3,0.81,0.64,116.2,0.62,0.26,0.77,0.07,0.11,0.28,0.08,gc,2025
praskFSN,756,0.86,176.5,0.84,0.66,119.0,0.62,0.24,0.74,0.06,0.09,0.29,0.08,challengers,2024
M1n3o,236,0.86,176.4,0.81,0.66,117.5,0.64,0.34,0.79,0.08,0.1,0.26,0.05,gc,2023
heybayTE,1428,0.86,176.4,0.89,0.74,108.6,0.61,0.42,0.69,0.06,0.06,0.25,0.09,vct,2024
CoaxTena,518,0.86,176.4,0.82,0.67,120.8,0.61,0.29,0.75,0.07,0.1,0.29,0.17,gc,2025
MiaZ,499,0.86,176.3,0.86,0.7,112.7,0.61,0.34,0.72,0.08,0.1,0.23,0.07,gc,2023
Xuka,247,0.86,176.3,0.79,0.72,122.4,0.59,0.31,0.74,0.05,0.09,0.24,0.08,challengers,2024
albusUNC.DN,742,0.86,176.2,0.82,0.7,120.2,0.61,0.29,0.74,0.05,0.07,0.27,0.09,challengers,2024
mtsFrui,496,0.86,175.8,0.8,0.72,113.5,0.59,0.36,0.74,0.06,0.09,0.25,0.11,challengers,2025
VowWGS,497,0.86,174.9,0.83,0.7,116.3,0.6,0.25,0.73,0.07,0.06,0.26,0.13,challengers,2023
KlausKRÜ,577,0.86,174.9,0.81,0.72,116.5,0.58,0.29,0.72,0.11,0.08,0.25,0.13,vct,2024
TommyLYO,205,0.86,174.3,0.76,0.73,104.6,0.58,0.39,0.76,0.02,0.11,0.27,0.0,challengers,2025
weber,893,0.86,174.0,0.84,0.68,115.1,0.6,0.32,0.72,0.07,0.09,0.28,0.14,challengers,2024
6ixKeyRRQA,243,0.86,173.7,0.88,0.68,116.4,0.64,0.16,0.72,0.1,0.11,0.23,0.13,challengers,2025
lali,305,0.86,173.3,0.81,0.69,114.5,0.6,0.32,0.74,0.11,0.12,0.18,0.08,gc,2023
yongDRX.AC,980,0.86,173.3,0.81,0.7,113.8,0.59,0.39,0.73,0.06,0.09,0.31,0.16,challengers,2025
gloveeGAL,523,0.86,173.1,0.77,0.72,114.3,0.56,0.39,0.73,0.06,0.09,0.2,0.18,challengers,2025
FiNESSENRG,1437,0.86,173.0,0.82,0.71,117.6,0.57,0.33,0.69,0.08,0.08,0.18,0.12,vct,2023
lisa,335,0.86,173.0,0.87,0.65,120.0,0.64,0.2,0.73,0.09,0.13,0.23,0.13,gc,2024
MeAGwen,263,0.86,172.4,0.79,0.7,115.7,0.57,0.35,0.72,0.05,0.09,0.19,0.23,gc,2024
julietteAMZ.GC,244,0.86,172.3,0.74,0.69,110.0,0.56,0.47,0.75,0.1,0.09,0.24,0.18,gc,2023
TrepennUP,391,0.86,171.8,0.81,0.71,106.0,0.59,0.42,0.73,0.06,0.12,0.28,0.17,challengers,2023
pituFOEF,326,0.86,171.5,0.84,0.71,121.4,0.6,0.33,0.72,0.06,0.1,0.23,0.08,challengers,2025
str0nda,255,0.86,171.1,0.79,0.64,117.4,0.63,0.33,0.79,0.05,0.1,0.33,0.23,challengers,2025
GinaPXU.GC,244,0.86,170.8,0.83,0.68,110.7,0.59,0.33,0.72,0.03,0.1,0.26,0.0,gc,2024
MERZPLS,1350,0.86,170.7,0.79,0.71,111.5,0.58,0.42,0.74,0.07,0.1,0.25,0.21,challengers,2024
TTTOG,388,0.86,170.6,0.85,0.68,115.6,0.62,0.21,0.72,0.04,0.06,0.27,0.16,challengers,2024
sunshineWHO,666,0.86,170.4,0.8,0.68,113.7,0.58,0.33,0.73,0.09,0.11,0.27,0.15,challengers,2023
SevyAIM,569,0.86,170.4,0.78,0.68,113.5,0.59,0.34,0.76,0.05,0.06,0.25,0.05,challengers,2024
gg go next nt bo,235,0.86,169.3,0.93,0.73,109.4,0.66,0.18,0.71,0.07,0.09,0.21,0.23,challengers,2023
catgogy,306,0.86,168.8,0.79,0.73,111.1,0.58,0.48,0.74,0.06,0.08,0.22,0.03,gc,2025
ZuperCD,343,0.86,168.6,0.83,0.75,109.3,0.58,0.33,0.7,0.06,0.06,0.22,0.09,challengers,2024
RedgarGX,1088,0.86,168.2,0.83,0.69,109.6,0.58,0.4,0.71,0.11,0.11,0.35,0.11,vct,2023
ZuevosOE,203,0.86,167.8,0.77,0.72,110.0,0.56,0.4,0.72,0.02,0.08,0.25,0.0,challengers,2023
ShadoWMZP,740,0.86,167.6,0.84,0.68,108.6,0.59,0.3,0.7,0.05,0.1,0.21,0.12,vct,2024
babibauuCKE,353,0.86,167.4,0.78,0.69,109.0,0.58,0.32,0.75,0.04,0.07,0.17,0.21,challengers,2024
RissKTN.GC,562,0.86,166.6,0.8,0.71,113.1,0.6,0.27,0.75,0.09,0.09,0.37,0.23,gc,2025
Juno,268,0.86,166.5,0.75,0.68,108.9,0.56,0.52,0.75,0.07,0.1,0.22,0.07,challengers,2024
nateflixZOL,386,0.86,166.2,0.77,0.71,109.6,0.55,0.47,0.72,0.07,0.06,0.19,0.17,challengers,2023
lyyDEWA.B,221,0.86,166.2,0.79,0.71,109.0,0.56,0.41,0.71,0.07,0.1,0.21,0.08,gc,2023
reiRGL,241,0.86,165.4,0.76,0.69,108.4,0.55,0.29,0.72,0.06,0.04,0.12,0.23,gc,2025
tediousdeer2844TPG,211,0.86,165.2,0.84,0.68,110.9,0.6,0.27,0.72,0.09,0.1,0.22,0.14,challengers,2024
koyoriEOTO,265,0.86,165.2,0.79,0.75,105.1,0.56,0.48,0.71,0.03,0.09,0.22,0.12,gc,2024
xazyyAXL,609,0.86,164.6,0.78,0.71,110.0,0.55,0.4,0.7,0.06,0.1,0.27,0.14,challengers,2024
4woodanetFB,497,0.86,164.2,0.8,0.71,109.9,0.58,0.32,0.73,0.06,0.07,0.24,0.09,challengers,2023
zxc,303,0.86,164.2,0.83,0.72,108.1,0.58,0.26,0.7,0.04,0.04,0.13,0.05,gc,2024
SPMAKTOG,503,0.86,164.0,0.71,0.68,109.5,0.51,0.5,0.73,0.05,0.09,0.2,0.14,challengers,2023
alwaysRED,360,0.86,163.9,0.79,0.7,107.2,0.59,0.37,0.74,0.07,0.09,0.25,0.17,gc,2023
Br0dieESC,574,0.86,163.5,0.82,0.72,106.0,0.57,0.35,0.7,0.08,0.08,0.26,0.04,challengers,2024
ZyppanM8,477,0.86,163.2,0.8,0.69,113.7,0.57,0.3,0.71,0.07,0.11,0.29,0.08,vct,2025
ItyraaNTH,208,0.86,163.1,0.82,0.69,106.7,0.55,0.38,0.67,0.05,0.09,0.18,0.2,gc,2024
MILKYBOBO,842,0.86,163.0,0.8,0.69,109.2,0.56,0.36,0.7,0.06,0.08,0.2,0.14,challengers,2024
Alone5KSt,657,0.86,162.5,0.76,0.66,109.3,0.57,0.36,0.75,0.04,0.07,0.22,0.1,challengers,2023
HannaMOX,563,0.86,162.4,0.81,0.71,106.2,0.54,0.37,0.67,0.07,0.09,0.27,0.07,gc,2023
PRIMEAST,587,0.86,162.4,0.76,0.65,101.2,0.55,0.3,0.73,0.09,0.06,0.17,0.09,challengers,2025
loubertBOBO,330,0.86,162.1,0.85,0.66,87.6,0.58,0.23,0.68,0.04,0.1,0.28,0.14,challengers,2025
FriTrol,460,0.86,161.8,0.74,0.71,108.5,0.55,0.36,0.73,0.08,0.09,0.3,0.08,gc,2024
RickyVailaAXL,283,0.86,160.8,0.75,0.69,114.1,0.55,0.43,0.73,0.04,0.09,0.23,0.16,challengers,2023
Mast3rAR,374,0.86,160.7,0.77,0.7,107.2,0.53,0.41,0.69,0.04,0.08,0.28,0.08,challengers,2023
detikou,262,0.86,160.5,0.8,0.65,107.0,0.57,0.31,0.71,0.03,0.08,0.22,0.09,challengers,2023
saereneFLD,281,0.86,160.4,0.8,0.64,107.5,0.57,0.36,0.72,0.03,0.06,0.18,0.16,gc,2025
peachylatte,233,0.86,159.5,0.75,0.67,109.9,0.54,0.35,0.72,0.05,0.07,0.18,0.07,gc,2023
DerialyFL,758,0.86,159.5,0.89,0.71,105.3,0.58,0.14,0.66,0.07,0.08,0.26,0.16,challengers,2024
PrecisionDB,1131,0.86,159.4,0.8,0.66,107.5,0.56,0.32,0.7,0.05,0.1,0.26,0.1,challengers,2024
bartoRIMA,399,0.86,158.9,0.79,0.73,105.0,0.56,0.34,0.71,0.05,0.08,0.21,0.19,gc,2024
AdeptSOI,235,0.86,158.3,0.78,0.74,104.5,0.57,0.35,0.73,0.05,0.06,0.19,0.15,challengers,2023
N1COABS,411,0.86,158.1,0.76,0.76,103.7,0.55,0.5,0.72,0.05,0.06,0.22,0.13,challengers,2023
Star1ogWBG,211,0.86,157.7,0.78,0.71,109.1,0.56,0.31,0.72,0.06,0.1,0.33,0.3,vct,2023
MawykPRA,787,0.86,157.1,0.78,0.67,104.1,0.56,0.39,0.72,0.05,0.06,0.23,0.12,gc,2025
hibelen,278,0.86,156.0,0.78,0.68,103.6,0.53,0.33,0.67,0.05,0.08,0.28,0.06,gc,2024
FolksloreDVT,310,0.86,155.9,0.74,0.75,103.8,0.52,0.44,0.7,0.08,0.05,0.19,0.14,challengers,2023
NORTYMIDS,249,0.86,155.8,0.85,0.68,104.8,0.58,0.32,0.69,0.05,0.1,0.35,0.11,challengers,2025
mellasku,443,0.86,155.8,0.82,0.7,89.9,0.55,0.27,0.67,0.05,0.07,0.3,0.13,gc,2025
KB,317,0.86,155.4,0.79,0.68,103.8,0.56,0.4,0.7,0.07,0.06,0.32,0.16,challengers,2023
andressa,220,0.86,155.1,0.69,0.69,105.5,0.52,0.44,0.75,0.04,0.07,0.19,0.11,gc,2023
Dec1moML,276,0.86,153.9,0.79,0.7,108.9,0.54,0.26,0.68,0.03,0.06,0.26,0.02,challengers,2025
WailersM8,564,0.86,153.4,0.84,0.69,103.5,0.57,0.23,0.67,0.05,0.04,0.31,0.08,vct,2024
TWERKING SAGAY,212,0.86,153.4,0.85,0.73,105.2,0.58,0.24,0.68,0.03,0.04,0.34,0.08,gc,2024
XylandirMVSK,546,0.86,153.4,0.76,0.73,101.3,0.53,0.47,0.69,0.03,0.05,0.25,0.15,gc,2025
MochiMeiTena,469,0.86,152.4,0.76,0.71,100.5,0.53,0.42,0.7,0.05,0.07,0.23,0.1,gc,2025
YomnaGMX.L,880,0.86,149.7,0.87,0.71,98.8,0.56,0.33,0.64,0.04,0.06,0.26,0.13,gc,2023
Skull,283,0.86,148.5,0.84,0.72,94.9,0.54,0.29,0.64,0.05,0.04,0.21,0.12,challengers,2023
McflyMIX,213,0.86,144.7,0.84,0.72,93.3,0.58,0.21,0.69,0.04,0.05,0.2,0.19,gc,2025
JejeSkyl,305,0.85,219.8,0.89,0.64,141.5,0.74,0.13,0.84,0.22,0.21,0.36,0.05,gc,2025
SwiftsDK,276,0.85,216.9,0.89,0.67,141.7,0.74,0.17,0.83,0.19,0.21,0.23,0.15,challengers,2024
TinyladyITB.P,208,0.85,210.3,0.84,0.59,135.4,0.67,0.2,0.8,0.19,0.24,0.21,0.29,gc,2024
Hugaanjo,370,0.85,210.0,0.83,0.65,138.3,0.68,0.26,0.82,0.14,0.15,0.21,0.17,gc,2023
CollapsedBAAM,316,0.85,207.7,0.91,0.6,134.3,0.73,0.1,0.81,0.17,0.22,0.3,0.19,challengers,2025
SeoldamRID,308,0.85,207.3,0.87,0.66,127.4,0.69,0.17,0.8,0.21,0.21,0.18,0.0,vct,2023
srxracha,214,0.85,205.9,0.79,0.64,137.9,0.68,0.21,0.86,0.15,0.21,0.27,0.13,gc,2024
XiaAK5,285,0.85,202.9,0.9,0.63,132.3,0.72,0.16,0.8,0.17,0.17,0.26,0.06,challengers,2023
Hanasia,396,0.85,202.2,0.85,0.64,130.0,0.7,0.18,0.82,0.12,0.15,0.31,0.19,gc,2025
vers4ce2K,734,0.85,201.5,0.87,0.63,132.1,0.7,0.18,0.81,0.15,0.17,0.18,0.06,challengers,2023
DavudWHO,356,0.85,201.4,0.86,0.66,138.5,0.71,0.19,0.83,0.18,0.23,0.26,0.04,challengers,2024
semikBZK,345,0.85,199.9,0.89,0.68,125.6,0.68,0.2,0.76,0.15,0.23,0.26,0.17,challengers,2025
KiraSLT,211,0.85,199.4,0.94,0.64,130.8,0.7,0.18,0.74,0.11,0.16,0.27,0.19,challengers,2024
AntaresIFZ,756,0.85,199.3,0.84,0.65,135.2,0.69,0.21,0.81,0.14,0.16,0.18,0.13,gc,2024
SUPERPHROGNSR.IN,458,0.85,198.0,0.85,0.61,127.1,0.71,0.13,0.83,0.2,0.2,0.28,0.11,gc,2025
yukihoSSQ,272,0.85,196.3,0.84,0.63,125.4,0.65,0.34,0.78,0.11,0.17,0.24,0.17,gc,2023
Pekinizu,216,0.85,196.2,0.87,0.65,136.1,0.66,0.17,0.76,0.13,0.13,0.19,0.08,gc,2024
DeadInkGS,684,0.85,195.6,0.87,0.64,129.5,0.67,0.16,0.77,0.16,0.18,0.23,0.22,challengers,2024
haylSove,363,0.85,195.5,0.88,0.67,133.2,0.7,0.17,0.8,0.17,0.21,0.21,0.1,gc,2023
Buh Lah KaeF5 E,242,0.85,195.1,0.83,0.7,125.4,0.65,0.3,0.78,0.09,0.12,0.18,0.1,challengers,2024
Vicras17die,200,0.85,193.2,0.85,0.65,130.5,0.66,0.21,0.78,0.16,0.16,0.2,0.07,challengers,2024
AL7BNBL,562,0.85,192.9,0.79,0.61,126.0,0.64,0.26,0.81,0.1,0.13,0.22,0.17,challengers,2023
PaulusHAVU,238,0.85,192.9,0.87,0.69,122.9,0.66,0.16,0.76,0.18,0.13,0.21,0.13,challengers,2025
HEMMORJAYSKUL,1270,0.85,192.7,0.85,0.61,127.0,0.68,0.13,0.8,0.18,0.19,0.24,0.11,challengers,2024
rodd,459,0.85,192.5,0.84,0.66,128.3,0.66,0.2,0.78,0.17,0.18,0.24,0.08,challengers,2025
Saud,285,0.85,191.9,0.87,0.64,121.6,0.65,0.21,0.75,0.13,0.19,0.19,0.13,challengers,2023
juliaKPI.S,661,0.85,189.2,0.87,0.66,128.5,0.65,0.15,0.75,0.12,0.15,0.31,0.15,gc,2023
BeomJunMISK,510,0.85,189.2,0.83,0.7,121.5,0.65,0.33,0.78,0.08,0.1,0.25,0.07,challengers,2024
NeptuneXzil,201,0.85,187.8,0.83,0.59,126.6,0.66,0.15,0.8,0.13,0.14,0.27,0.08,challengers,2024
vinessTS.AC,460,0.85,187.0,0.85,0.63,126.8,0.63,0.2,0.75,0.1,0.11,0.26,0.14,challengers,2025
DaniiWHIT,313,0.85,186.4,0.82,0.65,125.6,0.65,0.31,0.8,0.11,0.12,0.24,0.05,gc,2023
PapiKaBoO,252,0.85,185.3,0.85,0.68,128.8,0.65,0.23,0.77,0.14,0.18,0.21,0.1,gc,2025
LilBOiiGEA,761,0.85,184.1,0.83,0.66,122.0,0.64,0.22,0.77,0.1,0.14,0.27,0.07,challengers,2024
Flowih,408,0.85,184.0,0.87,0.65,124.0,0.66,0.15,0.76,0.12,0.16,0.23,0.14,gc,2025
FleurBONA,224,0.85,182.3,0.82,0.68,119.4,0.63,0.32,0.76,0.07,0.11,0.3,0.13,gc,2023
meekaa,387,0.85,182.1,0.79,0.64,123.8,0.63,0.29,0.79,0.13,0.13,0.27,0.03,gc,2023
EikoZVS,204,0.85,181.6,0.79,0.59,125.9,0.62,0.17,0.79,0.09,0.11,0.18,0.1,gc,2024
BrxndonT30,968,0.85,181.3,0.81,0.68,113.3,0.61,0.36,0.75,0.09,0.12,0.23,0.15,challengers,2023
Boostio100T,1176,0.85,181.3,0.87,0.7,123.4,0.64,0.24,0.73,0.09,0.12,0.25,0.17,vct,2024
batujnaxAPK,320,0.85,181.3,0.83,0.69,118.2,0.64,0.24,0.77,0.1,0.13,0.25,0.05,vct,2025
nixoonHAVU,238,0.85,180.6,0.82,0.68,115.1,0.64,0.32,0.78,0.11,0.11,0.22,0.14,challengers,2025
adm1kGG,991,0.85,180.2,0.79,0.7,123.3,0.61,0.3,0.76,0.07,0.11,0.23,0.06,challengers,2024
floraVisi,373,0.85,179.9,0.81,0.7,114.0,0.63,0.35,0.79,0.08,0.1,0.19,0.06,gc,2023
ShreyUwUNigh,321,0.85,179.5,0.8,0.68,117.4,0.62,0.35,0.77,0.09,0.09,0.32,0.05,gc,2023
YonaOne,513,0.85,179.0,0.83,0.65,118.0,0.65,0.31,0.77,0.11,0.16,0.24,0.14,gc,2024
stanleyHTW,276,0.85,178.2,0.85,0.69,121.6,0.62,0.21,0.74,0.06,0.09,0.23,0.07,challengers,2023
kenobiAGT,1060,0.85,177.7,0.84,0.67,115.9,0.61,0.29,0.73,0.09,0.09,0.32,0.14,challengers,2024
SHADOWMIGLITOFTW,286,0.85,177.5,0.77,0.65,128.5,0.59,0.2,0.77,0.08,0.05,0.24,0.05,challengers,2023
LissuRZN,785,0.85,177.4,0.86,0.7,116.3,0.62,0.26,0.72,0.1,0.12,0.21,0.17,gc,2023
sarahcatSRG,594,0.85,177.0,0.81,0.67,121.9,0.61,0.25,0.76,0.06,0.08,0.24,0.19,challengers,2025
SecreT,262,0.85,176.8,0.9,0.7,116.0,0.63,0.24,0.7,0.09,0.09,0.28,0.33,challengers,2024
KartoffelCpG,401,0.85,176.4,0.8,0.67,113.4,0.61,0.33,0.77,0.08,0.11,0.24,0.17,gc,2023
AbdurMYS,280,0.85,176.4,0.84,0.68,118.5,0.62,0.28,0.74,0.09,0.1,0.22,0.14,challengers,2024
İVARULF,319,0.85,176.3,0.82,0.62,122.7,0.61,0.2,0.75,0.09,0.1,0.25,0.13,challengers,2024
MercureZER,221,0.85,175.5,0.82,0.7,116.3,0.6,0.35,0.74,0.08,0.12,0.3,0.07,challengers,2024
GonnakAKV,274,0.85,175.2,0.81,0.69,113.2,0.59,0.4,0.73,0.05,0.05,0.25,0.21,challengers,2025
AiryZETA.AC,206,0.85,174.9,0.93,0.66,112.7,0.66,0.16,0.71,0.07,0.12,0.41,0.13,challengers,2024
JihaSRP,367,0.85,174.6,0.85,0.7,116.4,0.62,0.2,0.73,0.06,0.07,0.32,0.19,challengers,2025
fenNyAK,223,0.85,174.2,0.86,0.68,117.3,0.62,0.25,0.73,0.15,0.19,0.26,0.25,challengers,2023
YugiBamb,206,0.85,173.1,0.85,0.7,117.1,0.57,0.3,0.67,0.1,0.11,0.19,0.0,challengers,2023
m1tezREG,638,0.85,172.8,0.83,0.7,113.0,0.61,0.28,0.73,0.05,0.1,0.37,0.14,challengers,2024
Tr1XIVY,907,0.85,172.8,0.81,0.67,110.4,0.6,0.33,0.75,0.08,0.1,0.27,0.21,challengers,2024
Maddz1NEF,326,0.85,172.8,0.81,0.7,115.5,0.61,0.4,0.76,0.06,0.14,0.27,0.06,challengers,2025
sameiSSQ,347,0.85,172.6,0.79,0.74,113.5,0.57,0.38,0.73,0.06,0.09,0.19,0.21,gc,2024
StarKingMIDS,249,0.85,172.6,0.78,0.68,108.9,0.55,0.4,0.71,0.06,0.08,0.28,0.04,challengers,2025
Divine,301,0.85,172.4,0.78,0.66,119.3,0.6,0.29,0.77,0.11,0.12,0.24,0.07,gc,2023
FalkZETA.AC,425,0.85,172.2,0.75,0.69,113.8,0.58,0.42,0.78,0.06,0.07,0.34,0.1,challengers,2025
stikeBLX,254,0.85,172.0,0.81,0.69,108.9,0.61,0.31,0.75,0.09,0.12,0.29,0.05,challengers,2024
Erz4h,201,0.85,171.4,0.79,0.72,109.4,0.6,0.37,0.75,0.1,0.13,0.27,0.24,challengers,2024
Healing,222,0.85,171.1,0.71,0.7,110.5,0.56,0.5,0.78,0.07,0.12,0.17,0.09,challengers,2023
neTC9,519,0.85,171.1,0.88,0.69,109.9,0.61,0.2,0.7,0.08,0.08,0.32,0.1,vct,2025
anninhaASTRO.F,572,0.85,170.9,0.78,0.68,114.4,0.57,0.32,0.73,0.07,0.07,0.24,0.08,gc,2024
AYRINGE,562,0.85,170.1,0.83,0.68,109.8,0.58,0.27,0.7,0.06,0.08,0.19,0.16,vct,2023
F4NTOMMIRAG3AI,227,0.85,169.2,0.8,0.7,116.6,0.57,0.28,0.71,0.05,0.09,0.14,0.31,gc,2025
SplattBear,351,0.85,168.8,0.74,0.69,113.7,0.58,0.43,0.78,0.04,0.1,0.27,0.09,gc,2023
HoaX,271,0.85,168.8,0.85,0.69,110.1,0.61,0.3,0.72,0.05,0.09,0.21,0.15,gc,2024
nexyHOF,211,0.85,168.6,0.77,0.64,118.0,0.62,0.25,0.8,0.09,0.06,0.29,0.09,challengers,2024
ZeyALM,627,0.85,168.2,0.77,0.68,107.2,0.58,0.38,0.75,0.06,0.11,0.32,0.12,challengers,2023
SantaGolfSG,818,0.85,167.8,0.86,0.67,108.3,0.61,0.18,0.7,0.06,0.07,0.2,0.15,challengers,2024
ElectusORGL,1595,0.85,167.8,0.81,0.69,110.2,0.58,0.31,0.72,0.06,0.08,0.29,0.12,challengers,2024
EnrikEast,685,0.85,167.6,0.78,0.68,109.9,0.58,0.35,0.75,0.09,0.11,0.28,0.14,challengers,2024
craft,332,0.85,167.2,0.8,0.67,106.6,0.58,0.35,0.73,0.06,0.08,0.25,0.12,challengers,2023
rivBNG,900,0.85,167.2,0.85,0.73,108.8,0.58,0.32,0.69,0.08,0.11,0.28,0.13,gc,2025
Mega3BL,679,0.85,167.1,0.85,0.67,114.0,0.57,0.19,0.68,0.09,0.09,0.28,0.13,challengers,2024
FrootcuhpHMNY,575,0.85,166.9,0.78,0.7,107.9,0.57,0.37,0.73,0.06,0.08,0.22,0.17,gc,2023
fallacyDrea,248,0.85,166.8,0.77,0.63,113.1,0.57,0.21,0.74,0.09,0.08,0.2,0.1,gc,2023
nethFL,620,0.85,166.6,0.79,0.68,110.0,0.57,0.3,0.73,0.05,0.09,0.26,0.12,vct,2024
d3ffoSNS,296,0.85,166.3,0.85,0.71,111.5,0.61,0.2,0.72,0.11,0.14,0.21,0.1,vct,2023
ANXiOSXLG,1246,0.85,166.2,0.78,0.71,108.1,0.56,0.41,0.71,0.07,0.08,0.24,0.11,challengers,2024
archB8,828,0.85,165.8,0.8,0.69,112.1,0.57,0.3,0.72,0.06,0.08,0.25,0.21,challengers,2023
gattizadaIMP,388,0.85,165.7,0.79,0.69,107.4,0.57,0.38,0.72,0.06,0.09,0.27,0.12,challengers,2024
ArtewolfDXA.GC,227,0.85,164.4,0.74,0.64,114.7,0.58,0.25,0.78,0.05,0.08,0.21,0.06,gc,2024
CrwsTLN,609,0.85,164.2,0.81,0.67,111.4,0.56,0.26,0.69,0.06,0.1,0.25,0.14,vct,2025
askooColo,603,0.85,163.7,0.79,0.71,104.1,0.58,0.38,0.73,0.07,0.05,0.31,0.15,challengers,2025
JinboongDFM,405,0.85,162.9,0.8,0.65,111.4,0.57,0.22,0.72,0.06,0.12,0.33,0.12,vct,2025
mar,657,0.85,162.8,0.87,0.68,110.6,0.6,0.2,0.7,0.05,0.08,0.38,0.04,gc,2025
SotoriusTall,283,0.85,162.7,0.79,0.69,110.9,0.54,0.37,0.69,0.07,0.08,0.22,0.18,challengers,2024
HUYNHFCN,781,0.85,162.7,0.83,0.72,104.9,0.57,0.37,0.7,0.06,0.09,0.24,0.16,challengers,2025
dizzyDZY,371,0.85,162.4,0.81,0.72,108.9,0.56,0.35,0.69,0.07,0.08,0.25,0.08,challengers,2023
CheR0ZPIPP,456,0.85,162.3,0.77,0.71,108.6,0.57,0.34,0.74,0.03,0.05,0.23,0.1,challengers,2023
reazyS2G,575,0.85,161.8,0.8,0.68,111.2,0.55,0.33,0.69,0.05,0.05,0.29,0.18,vct,2024
ArkhramMAD.SC,575,0.85,161.1,0.83,0.68,105.9,0.56,0.2,0.68,0.07,0.09,0.28,0.14,challengers,2024
Niobe,233,0.85,160.8,0.79,0.63,110.3,0.58,0.26,0.73,0.06,0.09,0.27,0.07,gc,2023
IcarusAST,381,0.85,160.6,0.75,0.63,104.3,0.56,0.23,0.75,0.07,0.08,0.29,0.16,challengers,2025
stev0rrGER,473,0.85,159.7,0.8,0.65,115.0,0.56,0.21,0.7,0.06,0.08,0.29,0.11,challengers,2024
Alora,1010,0.85,159.6,0.79,0.67,104.7,0.56,0.28,0.71,0.06,0.08,0.3,0.1,gc,2024
Sandy,287,0.85,158.8,0.79,0.62,110.1,0.53,0.25,0.67,0.05,0.06,0.24,0.08,gc,2023
trpo,253,0.85,158.5,0.81,0.68,111.9,0.53,0.2,0.66,0.05,0.1,0.24,0.12,challengers,2025
SiuFatBBWOL,574,0.85,158.4,0.85,0.68,106.8,0.56,0.25,0.65,0.03,0.08,0.25,0.0,vct,2025
LilBOiiGEA,215,0.85,158.4,0.75,0.72,100.5,0.55,0.43,0.73,0.04,0.07,0.28,0.09,challengers,2025
TisoyyRNP,347,0.85,157.7,0.83,0.66,96.6,0.57,0.2,0.69,0.06,0.1,0.37,0.12,challengers,2025
DoryFish,263,0.85,157.0,0.77,0.71,106.8,0.52,0.4,0.67,0.04,0.05,0.23,0.12,challengers,2023
LOMBAQLSH,687,0.85,155.3,0.81,0.69,105.7,0.55,0.28,0.68,0.05,0.09,0.27,0.2,challengers,2023
Sara,232,0.85,155.3,0.77,0.67,106.0,0.59,0.28,0.76,0.08,0.1,0.24,0.12,gc,2024
easeKCBS,682,0.85,155.2,0.84,0.72,102.3,0.55,0.37,0.66,0.06,0.08,0.3,0.15,challengers,2025
