player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,group,year
DerkeVIT,1357,1.12,252.2,1.24,0.71,164.1,0.87,0.18,0.7,0.24,0.19,0.24,0.16,vct,2023
brbAutt,265,1.12,252.1,1.07,0.68,166.7,0.9,0.15,0.84,0.18,0.12,0.22,0.09,gc,2023
swagzorNOVO,898,1.12,251.8,1.19,0.7,164.8,0.9,0.14,0.76,0.19,0.16,0.29,0.22,challengers,2024
CHAEGODALK,229,1.12,251.6,1.16,0.66,161.4,0.84,0.26,0.72,0.14,0.12,0.26,0.11,gc,2024
Boni,704,1.12,251.2,1.16,0.71,164.8,0.88,0.25,0.76,0.18,0.13,0.23,0.14,challengers,2025
keilaFKS.S,1268,1.12,249.8,1.2,0.72,163.0,0.87,0.19,0.73,0.19,0.16,0.29,0.2,gc,2023
VeqajM8,786,1.12,249.1,1.22,0.69,157.6,0.88,0.16,0.72,0.22,0.18,0.25,0.22,challengers,2025
kellySTS,990,1.12,248.9,1.12,0.75,162.1,0.85,0.39,0.76,0.14,0.14,0.21,0.15,challengers,2023
Pinky DDGL,323,1.12,247.9,1.14,0.73,120.0,0.85,0.25,0.75,0.17,0.14,0.31,0.14,gc,2025
KhenZy,294,1.12,247.5,1.2,0.7,157.1,0.86,0.14,0.71,0.15,0.14,0.36,0.09,challengers,2024
16Ch0psFCY,500,1.12,246.5,1.15,0.71,161.1,0.85,0.22,0.74,0.17,0.14,0.28,0.25,challengers,2024
UrangoFUR,279,1.12,245.9,1.14,0.73,153.8,0.83,0.41,0.73,0.1,0.1,0.29,0.23,challengers,2023
shédRBT,875,1.12,245.8,1.13,0.71,162.7,0.87,0.21,0.77,0.14,0.13,0.26,0.11,challengers,2023
RaijuACE,343,1.12,245.2,1.2,0.7,153.4,0.85,0.2,0.71,0.23,0.17,0.23,0.14,challengers,2023
DaviaGMB,338,1.12,244.4,1.24,0.72,153.8,0.89,0.13,0.72,0.2,0.17,0.35,0.22,challengers,2024
cuteasaEnde,604,1.12,244.3,1.19,0.73,155.6,0.86,0.21,0.72,0.14,0.1,0.18,0.22,gc,2024
korosuYFP.X,1088,1.12,243.5,1.17,0.7,159.7,0.86,0.19,0.73,0.17,0.13,0.38,0.17,gc,2025
ZesBeeWTS,1123,1.12,242.5,1.21,0.73,156.6,0.85,0.2,0.7,0.17,0.12,0.2,0.12,challengers,2023
pocketAy,546,1.12,242.1,1.22,0.75,153.3,0.87,0.19,0.71,0.15,0.13,0.24,0.11,gc,2023
MeiyDFM,1162,1.12,242.0,1.24,0.72,153.7,0.87,0.14,0.7,0.19,0.13,0.26,0.19,challengers,2023
sH1roGGA,402,1.12,242.0,1.1,0.67,159.3,0.81,0.26,0.74,0.09,0.1,0.22,0.13,gc,2023
krejzBAR,767,1.12,241.8,1.21,0.69,156.0,0.86,0.14,0.71,0.21,0.18,0.34,0.07,challengers,2025
AimeePURR,501,1.12,241.5,1.12,0.72,151.2,0.84,0.28,0.75,0.14,0.14,0.18,0.14,gc,2023
NeonLEV.AC,1085,1.12,241.3,1.15,0.71,155.3,0.82,0.21,0.71,0.2,0.15,0.27,0.14,challengers,2024
norsinFC,750,1.12,241.2,1.2,0.73,157.1,0.86,0.28,0.72,0.1,0.1,0.33,0.18,challengers,2023
TiceyPXU,1600,1.12,241.1,1.16,0.72,156.3,0.84,0.2,0.73,0.19,0.16,0.19,0.14,challengers,2024
KssarVIS,953,1.12,240.6,1.13,0.72,162.4,0.83,0.2,0.73,0.18,0.14,0.24,0.15,challengers,2024
andrewRESO,1112,1.12,239.7,1.19,0.71,158.4,0.86,0.17,0.72,0.14,0.15,0.28,0.16,challengers,2024
lunahPURR,406,1.12,239.3,1.2,0.76,158.8,0.85,0.31,0.71,0.12,0.08,0.32,0.11,gc,2024
Lenam0nDOES,405,1.12,237.6,1.14,0.71,153.6,0.84,0.21,0.74,0.16,0.1,0.35,0.22,gc,2023
t3xtureGEN,2405,1.12,236.7,1.2,0.71,152.6,0.84,0.16,0.7,0.19,0.14,0.27,0.18,vct,2024
Fatima,211,1.12,236.6,1.26,0.74,154.3,0.91,0.2,0.72,0.13,0.1,0.2,0.13,gc,2024
silly girlMVSK,414,1.12,236.6,1.12,0.74,155.4,0.82,0.39,0.73,0.11,0.08,0.32,0.12,gc,2025
GhostzLaby,415,1.12,236.1,1.09,0.71,157.4,0.79,0.28,0.72,0.13,0.09,0.21,0.18,gc,2025
techMAD.SC,216,1.12,235.9,1.12,0.68,160.4,0.88,0.14,0.78,0.11,0.12,0.42,0.05,challengers,2024
feqewESC,1111,1.12,235.3,1.2,0.74,152.9,0.84,0.29,0.69,0.17,0.14,0.25,0.15,challengers,2023
demonBKR,268,1.12,235.3,1.16,0.76,150.4,0.8,0.28,0.69,0.18,0.11,0.26,0.22,challengers,2023
bazzCGZ,721,1.12,235.0,1.15,0.75,152.0,0.82,0.38,0.71,0.1,0.12,0.3,0.17,challengers,2024
gracelynAqui,399,1.12,234.9,1.16,0.71,154.6,0.81,0.26,0.7,0.14,0.13,0.39,0.2,gc,2024
alvarGMX,1540,1.12,234.8,1.22,0.74,151.2,0.82,0.25,0.67,0.16,0.15,0.26,0.11,challengers,2023
LucidityOni,286,1.12,234.4,1.11,0.7,155.4,0.81,0.21,0.73,0.16,0.11,0.28,0.24,gc,2025
araGX,735,1.12,234.2,1.17,0.73,151.1,0.84,0.2,0.72,0.18,0.13,0.28,0.07,challengers,2025
SkrubbleBubbleCOO,414,1.12,234.1,1.21,0.74,151.9,0.81,0.38,0.67,0.11,0.12,0.27,0.3,challengers,2023
HolyM0LyEX0,472,1.12,234.0,1.15,0.7,159.5,0.83,0.16,0.72,0.1,0.07,0.24,0.1,challengers,2023
Youjun,572,1.12,233.7,1.1,0.75,150.4,0.8,0.3,0.72,0.13,0.1,0.22,0.14,challengers,2024
davizn011,250,1.12,233.5,1.22,0.72,151.6,0.82,0.16,0.68,0.2,0.19,0.29,0.21,challengers,2024
koalanoobNAVI,1424,1.12,233.3,1.2,0.73,147.2,0.82,0.25,0.69,0.19,0.13,0.21,0.15,challengers,2024
TheNightCheGMX,229,1.12,233.2,1.22,0.69,151.0,0.84,0.2,0.69,0.14,0.1,0.29,0.09,challengers,2023
EmiSL9,1189,1.12,232.3,1.13,0.76,147.9,0.78,0.39,0.69,0.15,0.13,0.2,0.23,gc,2023
LizALUN,528,1.12,232.0,1.17,0.68,156.8,0.86,0.18,0.74,0.12,0.1,0.39,0.18,gc,2025
B1SKTU,1267,1.12,231.9,1.23,0.74,154.4,0.82,0.17,0.67,0.2,0.14,0.22,0.18,challengers,2024
Sliicyychar,1063,1.12,231.2,1.16,0.71,143.1,0.83,0.26,0.72,0.15,0.15,0.27,0.19,gc,2023
soso,224,1.12,231.1,1.14,0.72,159.0,0.82,0.22,0.72,0.13,0.1,0.31,0.18,gc,2025
CLZZETA,1575,1.12,230.6,1.19,0.73,148.1,0.81,0.2,0.68,0.17,0.13,0.2,0.19,challengers,2023
ShreyAVT,243,1.12,230.6,1.17,0.7,146.9,0.83,0.16,0.71,0.1,0.09,0.39,0.06,challengers,2024
SWEET,412,1.12,230.5,1.08,0.74,149.8,0.78,0.43,0.73,0.13,0.1,0.29,0.13,gc,2023
SolédadCGK,301,1.12,230.5,1.06,0.74,143.5,0.78,0.39,0.74,0.08,0.1,0.37,0.15,gc,2025
marteenKC,525,1.12,229.9,1.17,0.71,149.9,0.81,0.21,0.69,0.16,0.15,0.31,0.22,vct,2025
NewkyBaby,1279,1.12,229.8,1.16,0.77,145.7,0.82,0.45,0.71,0.1,0.08,0.3,0.18,gc,2023
KaephroditeMLT.GC,498,1.12,229.6,1.2,0.74,150.6,0.78,0.24,0.65,0.11,0.07,0.17,0.22,gc,2023
SayoNOOB.GC,306,1.12,229.6,1.14,0.73,153.1,0.82,0.2,0.72,0.15,0.11,0.35,0.11,gc,2025
leahTTV,782,1.12,229.4,1.19,0.73,151.7,0.82,0.26,0.68,0.1,0.07,0.25,0.13,gc,2025
MiiizzyFMG.GC,1371,1.12,229.3,1.09,0.76,149.1,0.77,0.48,0.7,0.11,0.1,0.24,0.14,gc,2023
ACHRFQAD,1024,1.12,228.0,1.1,0.73,153.6,0.78,0.34,0.71,0.1,0.1,0.25,0.16,challengers,2023
627KRZ,620,1.12,228.0,1.11,0.7,150.6,0.81,0.2,0.72,0.16,0.12,0.19,0.23,gc,2023
JessK10,952,1.12,227.7,1.11,0.74,146.3,0.79,0.33,0.71,0.08,0.09,0.26,0.25,gc,2024
332NTZ,363,1.12,227.6,1.25,0.69,148.5,0.82,0.15,0.66,0.12,0.13,0.23,0.1,gc,2023
skyelyseN2F,1246,1.12,227.6,1.19,0.75,151.0,0.79,0.21,0.67,0.11,0.09,0.21,0.13,gc,2023
BeomJunMISK,979,1.12,227.5,1.14,0.72,144.9,0.77,0.28,0.68,0.13,0.1,0.2,0.17,challengers,2023
vale,548,1.12,227.1,1.22,0.75,147.3,0.85,0.14,0.7,0.11,0.07,0.4,0.16,gc,2025
ZneKaiBSTR,500,1.12,227.0,1.15,0.73,150.0,0.8,0.28,0.7,0.15,0.12,0.25,0.11,challengers,2023
glymRED,299,1.12,227.0,1.27,0.73,145.5,0.81,0.17,0.64,0.12,0.09,0.23,0.22,challengers,2023
pudjSOI,341,1.12,226.7,1.14,0.7,147.8,0.8,0.24,0.71,0.13,0.13,0.22,0.28,challengers,2023
RENASTama,213,1.12,226.4,1.11,0.67,150.4,0.8,0.19,0.72,0.14,0.15,0.19,0.29,gc,2023
K1LLERSFPT,630,1.12,225.9,1.16,0.77,148.9,0.78,0.33,0.68,0.13,0.09,0.24,0.17,challengers,2024
KushyRRQ,1151,1.12,225.2,1.14,0.73,146.6,0.79,0.29,0.69,0.09,0.07,0.29,0.2,challengers,2023
beeFMG.GC,726,1.12,225.0,1.22,0.68,136.2,0.8,0.2,0.65,0.14,0.09,0.29,0.18,gc,2025
Zneider,281,1.12,224.8,1.15,0.69,153.1,0.8,0.27,0.69,0.08,0.11,0.25,0.19,challengers,2024
s0mNRG,215,1.12,224.7,1.13,0.78,143.6,0.77,0.45,0.68,0.09,0.07,0.27,0.19,vct,2024
EinarhkaysSCAR,500,1.12,224.3,1.2,0.72,149.6,0.77,0.22,0.65,0.08,0.09,0.21,0.2,challengers,2023
ginRLF,1182,1.12,224.2,1.23,0.75,145.6,0.79,0.2,0.64,0.15,0.12,0.3,0.19,challengers,2023
rlzyEHXD,639,1.12,224.2,1.15,0.72,146.5,0.8,0.27,0.7,0.13,0.11,0.32,0.15,challengers,2024
meLSRG,279,1.12,224.0,1.28,0.78,140.8,0.79,0.34,0.62,0.15,0.09,0.27,0.18,gc,2025
BarcKSeve,365,1.12,223.8,1.12,0.7,148.4,0.78,0.29,0.69,0.1,0.08,0.27,0.17,challengers,2025
Eso177EXO,875,1.12,223.7,1.13,0.69,153.8,0.79,0.18,0.7,0.1,0.1,0.29,0.14,challengers,2023
GLYPHAMB,1042,1.12,223.6,1.11,0.73,145.1,0.76,0.34,0.69,0.07,0.08,0.25,0.14,challengers,2024
jinjin,305,1.12,223.4,1.23,0.72,145.1,0.79,0.18,0.65,0.1,0.08,0.27,0.07,gc,2024
ScherBiAZUR,409,1.12,223.3,1.22,0.7,144.8,0.77,0.19,0.63,0.11,0.08,0.18,0.12,gc,2023
Br1ckzlStal,360,1.12,223.0,1.19,0.71,149.0,0.83,0.2,0.7,0.13,0.1,0.33,0.18,challengers,2023
LegendAxS,501,1.12,222.9,1.17,0.72,143.3,0.78,0.29,0.67,0.15,0.11,0.22,0.2,challengers,2024
Nanners,831,1.12,222.8,1.15,0.72,145.4,0.77,0.26,0.67,0.11,0.12,0.23,0.2,challengers,2024
WATZOL,266,1.12,222.5,1.08,0.75,145.6,0.78,0.29,0.72,0.12,0.09,0.35,0.11,challengers,2024
ZauqkFH,985,1.12,222.1,1.08,0.76,144.7,0.76,0.35,0.7,0.09,0.08,0.24,0.13,challengers,2023
DarkerEXL,1043,1.12,221.3,1.09,0.75,143.8,0.79,0.42,0.72,0.09,0.07,0.29,0.18,challengers,2023
Princess,384,1.12,221.3,1.14,0.76,141.0,0.74,0.31,0.65,0.12,0.11,0.2,0.32,gc,2023
FizzyMOUZ,1684,1.12,221.3,1.22,0.72,144.6,0.79,0.21,0.65,0.1,0.09,0.3,0.13,challengers,2024
DEXAFA,643,1.12,221.1,1.11,0.72,143.6,0.75,0.43,0.68,0.12,0.08,0.24,0.12,gc,2023
Congasser,221,1.12,221.0,1.09,0.66,142.6,0.79,0.34,0.72,0.1,0.1,0.18,0.22,challengers,2023
wayneMTV,1097,1.12,220.9,1.16,0.76,136.1,0.79,0.42,0.68,0.09,0.09,0.27,0.17,challengers,2025
juseuMZP,775,1.12,220.3,1.15,0.76,143.5,0.77,0.23,0.67,0.12,0.09,0.25,0.13,challengers,2024
JingggPRX,676,1.12,220.3,1.16,0.75,145.0,0.78,0.29,0.68,0.11,0.1,0.24,0.11,vct,2025
IceBearFN,300,1.12,220.1,1.19,0.72,142.9,0.79,0.22,0.66,0.1,0.12,0.25,0.21,challengers,2023
fluxxyHERO,1149,1.12,220.0,1.08,0.74,142.3,0.75,0.39,0.7,0.11,0.12,0.22,0.18,gc,2023
MONSTEERRMKOI,1441,1.12,219.9,1.2,0.73,146.6,0.79,0.19,0.66,0.08,0.08,0.26,0.18,challengers,2023
delbiskyBOBA,1483,1.12,219.7,1.19,0.74,139.9,0.79,0.21,0.66,0.14,0.11,0.25,0.18,gc,2023
MukNF,252,1.12,219.7,1.07,0.74,152.4,0.75,0.28,0.7,0.08,0.06,0.17,0.08,gc,2025
blaZek1ngGE,1573,1.12,219.5,1.16,0.75,140.2,0.77,0.34,0.66,0.12,0.1,0.27,0.17,challengers,2023
floraBCS,479,1.12,219.5,1.13,0.71,148.2,0.79,0.25,0.7,0.11,0.1,0.33,0.13,challengers,2024
PotatoeDTL,333,1.12,218.7,1.15,0.78,138.4,0.77,0.38,0.67,0.1,0.06,0.21,0.28,challengers,2023
jademwahSK.N,1379,1.12,218.3,1.13,0.77,139.4,0.75,0.44,0.67,0.09,0.09,0.22,0.12,gc,2023
siraphopSPE,1267,1.12,218.2,1.11,0.74,145.1,0.76,0.33,0.69,0.08,0.08,0.31,0.14,challengers,2023
cheKUGE,673,1.12,218.2,1.15,0.72,143.0,0.77,0.31,0.67,0.1,0.09,0.24,0.19,challengers,2024
ACHRFQAD,285,1.12,218.1,1.13,0.76,146.0,0.75,0.34,0.67,0.07,0.07,0.25,0.22,challengers,2025
NoManESC,372,1.12,217.8,1.05,0.74,136.5,0.76,0.19,0.73,0.16,0.12,0.29,0.13,challengers,2024
PaincakesSRB,887,1.12,217.6,1.15,0.75,137.4,0.76,0.36,0.67,0.13,0.1,0.28,0.19,challengers,2023
roompaAMB,1086,1.12,217.6,1.15,0.75,142.4,0.76,0.31,0.66,0.06,0.07,0.34,0.18,challengers,2024
LogicKine,904,1.12,217.0,1.24,0.75,139.2,0.78,0.25,0.63,0.1,0.08,0.26,0.24,gc,2024
Fit1nhoBAR,767,1.12,216.8,1.12,0.74,143.0,0.75,0.32,0.67,0.08,0.07,0.35,0.12,challengers,2025
j4héxDAWG,244,1.12,216.3,1.09,0.77,143.3,0.77,0.41,0.71,0.09,0.07,0.33,0.12,challengers,2023
C1ndeRSLT,402,1.12,216.3,1.1,0.77,138.8,0.74,0.36,0.67,0.09,0.1,0.26,0.19,challengers,2023
CrunchyBOBO,574,1.12,216.1,1.13,0.74,137.6,0.75,0.37,0.67,0.1,0.06,0.28,0.18,challengers,2023
ciaoFIRE,542,1.12,215.9,1.14,0.75,143.8,0.77,0.37,0.68,0.09,0.06,0.28,0.16,gc,2023
Bugsy6 to,703,1.12,215.9,1.13,0.75,142.6,0.77,0.35,0.68,0.1,0.1,0.25,0.2,gc,2023
NaoveNYB.F,235,1.12,215.7,1.04,0.76,135.9,0.73,0.43,0.71,0.07,0.07,0.12,0.33,gc,2024
VTaguTFLK,672,1.12,215.4,1.07,0.75,145.7,0.74,0.38,0.69,0.1,0.08,0.26,0.09,challengers,2023
VamTU.O,1014,1.12,215.4,1.09,0.76,138.8,0.75,0.42,0.69,0.08,0.07,0.3,0.11,gc,2023
takaSGZ,358,1.12,215.1,1.22,0.71,143.1,0.78,0.27,0.64,0.08,0.09,0.33,0.14,challengers,2025
karizmaBerz,209,1.12,214.6,1.2,0.77,139.0,0.78,0.35,0.65,0.08,0.06,0.33,0.1,challengers,2023
NOBITAQTD,1302,1.12,214.6,1.14,0.74,142.0,0.76,0.31,0.67,0.08,0.07,0.26,0.15,challengers,2024
KyujinnANT.GC,1216,1.12,214.6,1.2,0.73,145.9,0.79,0.2,0.66,0.1,0.08,0.3,0.21,gc,2024
svndmeOKM,267,1.12,214.5,1.16,0.79,133.8,0.74,0.37,0.64,0.1,0.07,0.15,0.04,gc,2023
nillyazTWT,1425,1.12,214.4,1.17,0.74,142.5,0.74,0.23,0.63,0.09,0.07,0.25,0.12,challengers,2023
MitedEXL,1081,1.12,214.4,1.16,0.77,140.3,0.76,0.35,0.65,0.08,0.06,0.26,0.14,challengers,2023
McKinleyAIC,907,1.12,214.1,1.13,0.74,142.9,0.73,0.36,0.65,0.08,0.09,0.24,0.23,challengers,2023
zeqah,300,1.12,213.9,1.09,0.74,139.4,0.76,0.41,0.7,0.08,0.09,0.2,0.22,gc,2025
velisRESO,428,1.12,213.8,1.16,0.78,144.7,0.75,0.25,0.65,0.12,0.09,0.2,0.24,challengers,2023
IcarusAST,745,1.12,213.8,1.17,0.73,146.3,0.77,0.18,0.66,0.11,0.07,0.27,0.13,challengers,2024
CamiFSX,331,1.12,213.7,1.12,0.71,137.8,0.77,0.39,0.69,0.13,0.07,0.42,0.12,gc,2025
romiaFL.GC,915,1.12,213.6,1.2,0.72,141.0,0.78,0.19,0.65,0.09,0.06,0.3,0.16,gc,2024
xavi8kDLSU,781,1.12,213.3,1.07,0.73,142.6,0.72,0.36,0.67,0.09,0.08,0.28,0.2,challengers,2025
waleedTWIS,292,1.12,212.8,1.16,0.72,141.5,0.76,0.25,0.65,0.07,0.08,0.27,0.22,challengers,2023
lissaSCCP.IN,1816,1.12,212.7,1.15,0.74,138.7,0.75,0.39,0.65,0.08,0.08,0.36,0.19,gc,2023
Br1ckzlStal,231,1.12,212.4,1.12,0.75,129.3,0.77,0.31,0.68,0.05,0.06,0.37,0.15,challengers,2025
dthDELI,358,1.12,212.3,1.21,0.73,138.2,0.76,0.19,0.63,0.13,0.08,0.38,0.09,challengers,2025
FeelsCHV,783,1.12,212.0,1.13,0.75,141.0,0.74,0.39,0.66,0.11,0.1,0.29,0.2,challengers,2023
ahkaayTRH,318,1.12,211.8,1.14,0.72,133.4,0.77,0.36,0.68,0.04,0.04,0.26,0.12,challengers,2024
FresalugaFPSRGS,455,1.12,211.7,1.16,0.75,142.8,0.76,0.28,0.65,0.08,0.05,0.14,0.21,gc,2023
Etonkey,210,1.12,211.6,1.12,0.75,141.8,0.74,0.26,0.66,0.06,0.08,0.26,0.17,challengers,2023
LooxieDVM.MI,1663,1.12,211.2,1.18,0.75,136.2,0.74,0.27,0.62,0.09,0.08,0.33,0.27,gc,2023
bruninej,553,1.12,211.2,1.17,0.76,138.3,0.76,0.35,0.66,0.14,0.11,0.3,0.26,challengers,2024
aureliaPros,675,1.12,211.2,1.17,0.73,143.7,0.76,0.23,0.65,0.09,0.07,0.26,0.09,gc,2025
OkeanosLEV,742,1.12,211.1,1.13,0.75,141.0,0.74,0.4,0.66,0.05,0.04,0.29,0.22,challengers,2023
TechnoS8UL,1590,1.12,211.1,1.13,0.75,137.1,0.75,0.37,0.66,0.09,0.08,0.27,0.16,challengers,2024
KevziiZOL,1019,1.12,210.9,1.12,0.75,143.2,0.73,0.36,0.65,0.07,0.07,0.3,0.17,challengers,2023
LeozinRED,311,1.12,210.9,1.18,0.73,135.4,0.78,0.39,0.66,0.07,0.07,0.29,0.09,challengers,2024
Edw4rd0Zer,337,1.12,210.5,1.1,0.75,135.0,0.72,0.39,0.65,0.08,0.08,0.2,0.18,challengers,2023
BullyCLS,365,1.12,210.2,1.14,0.73,140.5,0.75,0.21,0.66,0.1,0.04,0.26,0.18,challengers,2023
ChronicleFNC,1357,1.12,210.0,1.16,0.77,135.0,0.73,0.44,0.63,0.08,0.07,0.24,0.15,vct,2023
NearRVNN,459,1.12,210.0,1.09,0.72,138.4,0.73,0.33,0.67,0.09,0.07,0.24,0.06,challengers,2023
AaceFL,1082,1.12,210.0,1.21,0.74,139.9,0.78,0.29,0.65,0.06,0.08,0.33,0.17,challengers,2024
332NTZ,645,1.12,210.0,1.24,0.75,139.5,0.74,0.28,0.6,0.09,0.07,0.26,0.08,gc,2024
MorgausseCumb,311,1.12,209.7,1.07,0.76,140.7,0.71,0.5,0.66,0.08,0.08,0.2,0.27,challengers,2024
yiinelPain,543,1.12,209.3,1.19,0.75,136.8,0.73,0.3,0.62,0.06,0.07,0.28,0.13,challengers,2023
Cow,205,1.12,208.9,1.12,0.79,132.7,0.74,0.38,0.66,0.05,0.06,0.19,0.21,gc,2023
EvoLuZionzAA,633,1.12,208.5,1.12,0.74,141.8,0.71,0.27,0.64,0.09,0.1,0.23,0.18,challengers,2024
SpYzeraTU,1512,1.12,208.2,1.14,0.78,135.2,0.72,0.38,0.64,0.1,0.08,0.29,0.19,challengers,2023
W1LLEXO,260,1.12,208.0,1.17,0.72,135.7,0.72,0.25,0.62,0.08,0.08,0.3,0.09,challengers,2025
SUPERKATKB,405,1.12,207.8,1.18,0.77,136.8,0.74,0.39,0.63,0.11,0.07,0.33,0.23,gc,2025
ZesBeeWTS,1522,1.12,207.7,1.14,0.76,133.6,0.74,0.41,0.65,0.08,0.08,0.21,0.12,challengers,2024
EllieANT.GC,1095,1.12,207.5,1.17,0.75,134.9,0.73,0.36,0.63,0.07,0.05,0.28,0.23,gc,2024
starxoJL,711,1.12,207.3,1.19,0.76,134.8,0.74,0.31,0.62,0.1,0.07,0.23,0.11,challengers,2025
wedidM80,1158,1.12,206.7,1.1,0.77,134.6,0.73,0.41,0.67,0.08,0.06,0.3,0.18,challengers,2023
AmayaHALO,393,1.12,206.6,1.18,0.73,128.9,0.75,0.38,0.64,0.06,0.06,0.35,0.19,gc,2025
pANcadaLOUD,511,1.12,206.5,1.12,0.75,140.4,0.74,0.33,0.66,0.09,0.06,0.34,0.07,vct,2025
KISRIOS,581,1.12,206.4,1.1,0.76,134.0,0.73,0.41,0.66,0.08,0.07,0.29,0.24,gc,2023
winterSoli,631,1.12,206.1,1.16,0.72,139.8,0.77,0.17,0.67,0.1,0.06,0.23,0.17,gc,2023
CazuuuCurs,389,1.12,206.0,1.06,0.74,135.6,0.72,0.34,0.67,0.07,0.07,0.29,0.13,gc,2024
MaiShiuFOC,332,1.12,205.6,1.12,0.77,134.9,0.71,0.43,0.63,0.07,0.06,0.25,0.05,challengers,2023
sacredL11,367,1.12,205.6,1.18,0.75,125.9,0.71,0.44,0.6,0.06,0.05,0.25,0.31,challengers,2023
IKANAKING,1500,1.12,205.6,1.17,0.76,136.1,0.73,0.35,0.63,0.06,0.06,0.26,0.15,challengers,2024
BandiCootFUE,1059,1.12,205.5,1.1,0.77,132.0,0.71,0.47,0.65,0.08,0.05,0.25,0.16,challengers,2023
s0mNRG,1437,1.12,204.9,1.16,0.77,130.9,0.75,0.39,0.65,0.08,0.07,0.25,0.18,vct,2023
NatashaLOUD.GC,1628,1.12,204.9,1.21,0.74,138.6,0.75,0.21,0.62,0.1,0.07,0.31,0.17,gc,2024
AvvixQAD,1479,1.12,204.7,1.09,0.74,138.5,0.73,0.29,0.66,0.07,0.06,0.31,0.15,challengers,2024
klaudiaO1O,861,1.12,204.2,1.1,0.8,132.7,0.7,0.57,0.64,0.07,0.05,0.27,0.22,gc,2024
YOMEDRX.C,524,1.12,204.1,1.11,0.73,136.6,0.72,0.35,0.65,0.08,0.06,0.27,0.25,gc,2024
starkkFLK,830,1.12,204.0,1.11,0.77,129.3,0.7,0.44,0.63,0.1,0.06,0.26,0.13,challengers,2025
JujaIL,444,1.12,203.7,1.1,0.77,129.7,0.7,0.47,0.64,0.07,0.05,0.25,0.2,gc,2024
baddyGMKOI,1133,1.12,203.1,1.12,0.75,129.7,0.72,0.39,0.65,0.08,0.08,0.25,0.21,challengers,2025
ChloePriceDoeS.C,423,1.12,203.0,1.09,0.74,133.1,0.7,0.41,0.65,0.07,0.08,0.19,0.2,gc,2024
JulisfuVi,1335,1.12,202.0,1.15,0.77,129.5,0.72,0.38,0.63,0.07,0.06,0.23,0.15,gc,2023
SlandyRF.GC,1653,1.12,201.8,1.15,0.77,127.9,0.7,0.4,0.61,0.08,0.06,0.23,0.17,gc,2024
M1kELNF,276,1.12,201.8,1.23,0.74,129.0,0.74,0.25,0.6,0.05,0.07,0.23,0.28,challengers,2025
BrazilianBB,202,1.12,201.7,1.19,0.77,131.9,0.72,0.39,0.61,0.07,0.07,0.22,0.14,challengers,2023
pudjSOI,860,1.12,201.7,1.11,0.75,136.9,0.71,0.34,0.64,0.06,0.08,0.27,0.21,challengers,2024
YanLiOned,1195,1.12,201.7,1.14,0.76,134.5,0.71,0.38,0.62,0.09,0.08,0.32,0.16,challengers,2024
sayuriMIBR.GC,1371,1.12,201.4,1.09,0.79,126.8,0.68,0.56,0.63,0.07,0.07,0.2,0.18,gc,2023
LiNLiNAKV.GC,1333,1.12,200.7,1.17,0.79,136.0,0.73,0.41,0.63,0.08,0.06,0.35,0.19,gc,2024
KicksVIT,571,1.12,200.3,1.11,0.77,128.8,0.73,0.46,0.66,0.09,0.08,0.25,0.17,challengers,2023
nessGX.GC,1706,1.12,200.3,1.12,0.77,134.8,0.7,0.34,0.63,0.07,0.06,0.26,0.14,gc,2024
NidxvilcoNSR.IN,823,1.12,199.4,1.12,0.77,131.4,0.7,0.39,0.62,0.07,0.06,0.2,0.24,gc,2023
IvyAKV.GC,433,1.12,199.3,1.21,0.79,133.0,0.72,0.39,0.6,0.06,0.07,0.3,0.17,gc,2025
signedJJH,812,1.12,198.4,1.18,0.76,133.3,0.71,0.29,0.6,0.07,0.05,0.29,0.18,challengers,2024
21ZEN,203,1.12,198.4,1.19,0.75,137.1,0.79,0.33,0.66,0.07,0.06,0.29,0.11,challengers,2025
DoHeeMTR,675,1.12,198.2,1.21,0.78,128.9,0.7,0.26,0.57,0.07,0.05,0.23,0.21,gc,2023
ikkiFzF,379,1.12,198.1,1.1,0.76,129.7,0.69,0.33,0.63,0.06,0.06,0.21,0.15,challengers,2023
999kvmilFMG,561,1.12,198.0,1.12,0.76,124.7,0.72,0.37,0.64,0.07,0.05,0.25,0.16,challengers,2025
WerlasSGS,674,1.12,197.5,1.09,0.77,131.0,0.68,0.53,0.63,0.06,0.05,0.27,0.21,challengers,2023
nessGX.GC,859,1.12,197.4,1.1,0.78,129.9,0.68,0.43,0.62,0.05,0.04,0.32,0.2,gc,2025
los santos,238,1.12,196.8,1.04,0.74,123.5,0.7,0.47,0.67,0.07,0.07,0.34,0.15,challengers,2024
jademwahSK.N,1251,1.12,196.5,1.18,0.78,125.7,0.72,0.46,0.61,0.07,0.08,0.28,0.21,gc,2025
BENECIAGGA,967,1.12,196.4,1.09,0.77,119.8,0.69,0.44,0.64,0.05,0.06,0.24,0.17,challengers,2025
AddictedSAW,1138,1.12,195.6,1.17,0.76,130.3,0.7,0.28,0.6,0.08,0.05,0.33,0.14,challengers,2024
kyrrzRBT,503,1.12,194.4,1.11,0.75,123.3,0.7,0.41,0.63,0.08,0.06,0.38,0.14,challengers,2024
