player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,year
BabaxZER,1127,0.94,175.9,0.9,0.72,116.9,0.62,0.35,0.68,0.06,0.07,0.27,0.2,2024
Shinobu,878,0.94,180.7,0.89,0.71,114.4,0.64,0.41,0.72,0.07,0.08,0.3,0.15,2024
phoebe,229,0.94,167.9,0.87,0.72,113.1,0.6,0.44,0.69,0.04,0.07,0.24,0.05,2023
RicoDK,513,0.94,181.3,0.88,0.76,119.6,0.62,0.42,0.7,0.08,0.08,0.24,0.15,2023
tatzukiTBD,852,0.94,202.0,1.0,0.65,132.4,0.72,0.13,0.73,0.16,0.2,0.25,0.23,2023
trystXØ,574,0.94,192.0,0.91,0.73,123.6,0.66,0.4,0.72,0.07,0.06,0.22,0.15,2023
Death01DYG,499,0.94,199.0,0.93,0.71,125.2,0.69,0.44,0.74,0.1,0.11,0.23,0.13,2023
NaikoBAS.K,1201,0.94,187.1,0.92,0.73,123.9,0.65,0.4,0.71,0.07,0.1,0.22,0.2,2023
AyakaTeam,501,0.94,173.7,0.9,0.73,112.9,0.64,0.45,0.71,0.06,0.07,0.28,0.18,2023
LeahPandaWild,654,0.94,193.8,0.89,0.75,120.8,0.65,0.49,0.74,0.07,0.07,0.15,0.2,2023
puhtaytoh,360,0.94,195.3,0.91,0.69,126.5,0.66,0.27,0.73,0.08,0.11,0.22,0.19,2023
aploLA,460,0.94,186.4,0.91,0.7,123.3,0.66,0.34,0.73,0.08,0.09,0.26,0.16,2023
Rags2RichesKTS,496,0.94,191.7,0.91,0.7,124.4,0.67,0.36,0.74,0.07,0.1,0.23,0.1,2023
DanBABO,222,0.94,218.1,0.98,0.68,139.2,0.72,0.16,0.73,0.2,0.2,0.2,0.06,2023
zMARTGMX,1068,0.94,205.0,0.91,0.7,138.0,0.69,0.35,0.76,0.11,0.15,0.27,0.13,2023
xanderRETA,371,0.94,216.0,0.98,0.69,137.6,0.72,0.25,0.73,0.19,0.23,0.14,0.21,2023
ezzyMiBH,553,0.94,194.5,0.97,0.69,132.5,0.69,0.17,0.71,0.09,0.12,0.26,0.31,2023
B1nby0UR.GC,606,0.94,178.2,0.93,0.74,116.4,0.63,0.45,0.68,0.07,0.07,0.3,0.21,2023
cronaZEN.GC,616,0.94,182.2,0.95,0.68,123.6,0.65,0.16,0.68,0.07,0.08,0.23,0.11,2023
valeriduhIVE,304,0.94,169.5,0.89,0.72,105.9,0.57,0.55,0.64,0.08,0.1,0.19,0.15,2023
DuuudaOPY.F,458,0.94,179.1,0.92,0.75,119.9,0.63,0.36,0.69,0.05,0.09,0.33,0.17,2023
emptyFOU,917,0.94,194.2,0.92,0.71,129.1,0.66,0.3,0.72,0.12,0.12,0.24,0.14,2024
rari,645,0.94,175.3,0.9,0.69,119.2,0.63,0.33,0.7,0.05,0.07,0.31,0.11,2023
neroNOM,1077,0.94,175.6,0.9,0.71,118.0,0.63,0.33,0.7,0.05,0.07,0.25,0.15,2024
PyroFUN,921,0.94,183.1,0.93,0.73,119.7,0.64,0.31,0.68,0.07,0.07,0.2,0.16,2024
fiziqYFP,1304,0.94,178.4,0.9,0.72,117.6,0.6,0.33,0.67,0.08,0.1,0.23,0.11,2024
vangaaaNXT,577,0.94,174.9,0.87,0.68,119.4,0.6,0.33,0.69,0.08,0.06,0.25,0.11,2024
bonkarNRG,288,0.94,182.0,0.84,0.77,120.9,0.59,0.44,0.7,0.09,0.06,0.15,0.11,2023
dimaxxFUZO,659,0.94,164.1,0.94,0.76,106.1,0.59,0.42,0.63,0.06,0.05,0.22,0.16,2024
NearAST,732,0.94,187.4,0.95,0.68,125.3,0.67,0.29,0.7,0.1,0.08,0.36,0.15,2024
deNaro2G.AC,1183,0.94,172.4,0.89,0.73,113.0,0.59,0.32,0.67,0.06,0.08,0.26,0.17,2024
kabziFFV,460,0.94,201.0,0.94,0.64,138.2,0.69,0.19,0.73,0.08,0.12,0.24,0.23,2024
xZeOPY,1133,0.94,191.3,0.92,0.65,124.5,0.69,0.24,0.75,0.11,0.11,0.47,0.14,2024
benzkiWYL,290,0.94,231.4,0.99,0.72,149.4,0.78,0.3,0.79,0.17,0.18,0.26,0.1,2024
WolverineSRP,1184,0.94,213.5,0.97,0.66,137.3,0.76,0.19,0.78,0.16,0.19,0.31,0.18,2024
meLSRG,433,0.94,176.4,0.88,0.71,113.1,0.61,0.38,0.7,0.1,0.1,0.27,0.1,2024
MnFeaRMGLZ,244,0.94,194.9,0.94,0.73,132.0,0.68,0.35,0.73,0.09,0.09,0.26,0.18,2024
vongGER,446,0.94,190.6,0.91,0.7,125.9,0.68,0.36,0.74,0.1,0.08,0.28,0.14,2024
shibaEND,1054,0.94,196.3,0.9,0.69,129.3,0.67,0.35,0.74,0.09,0.11,0.25,0.14,2024
FiskerNFX,1201,0.94,214.5,0.97,0.7,135.2,0.72,0.23,0.74,0.19,0.16,0.25,0.14,2023
SkyfullVL,687,0.94,172.5,0.93,0.73,114.3,0.61,0.34,0.66,0.04,0.06,0.21,0.18,2023
AllenBCS,1669,0.94,176.6,0.93,0.73,114.8,0.61,0.35,0.66,0.07,0.08,0.2,0.19,2023
NorisenDIG,1044,0.94,182.5,0.89,0.71,118.3,0.62,0.39,0.7,0.08,0.08,0.25,0.14,2023
riseFLOP,412,0.94,159.5,0.83,0.76,107.1,0.55,0.55,0.66,0.05,0.05,0.27,0.1,2023
YAYAXZER,860,0.94,184.7,0.91,0.72,119.1,0.67,0.42,0.74,0.11,0.1,0.36,0.09,2023
FroNtSTY,283,0.94,181.7,0.94,0.72,120.1,0.66,0.37,0.71,0.06,0.1,0.26,0.24,2023
aymanCRC,402,0.94,214.8,0.91,0.69,143.9,0.73,0.24,0.8,0.14,0.17,0.22,0.15,2023
sakuraiCGZ,939,0.94,193.6,0.92,0.73,122.0,0.66,0.35,0.72,0.09,0.11,0.28,0.14,2023
ZanBB,575,0.94,219.8,0.99,0.66,139.7,0.77,0.14,0.77,0.19,0.2,0.22,0.17,2023
FreshtFSN,1059,0.94,213.4,0.97,0.69,140.8,0.75,0.17,0.77,0.17,0.19,0.26,0.16,2023
syfiArgo,596,0.94,199.7,0.99,0.7,131.9,0.71,0.26,0.72,0.09,0.14,0.24,0.13,2023
AzeL,377,0.94,181.7,0.86,0.74,110.6,0.58,0.53,0.67,0.09,0.09,0.19,0.27,2023
FreyyZ10,852,0.94,191.9,0.95,0.7,124.6,0.68,0.3,0.72,0.07,0.09,0.28,0.19,2023
Rendra90 K,294,0.94,210.9,0.96,0.73,130.8,0.68,0.37,0.71,0.13,0.12,0.15,0.15,2023
RoLEXXIA,1225,0.94,193.9,0.95,0.69,131.4,0.66,0.22,0.69,0.1,0.1,0.21,0.15,2023
brkSAW,418,0.94,226.9,0.94,0.7,144.7,0.75,0.29,0.8,0.22,0.22,0.24,0.33,2023
SacakeHGE,951,0.94,184.4,0.87,0.71,126.5,0.61,0.38,0.7,0.06,0.07,0.24,0.16,2023
PinOcchiOsSPE,1029,0.94,181.8,0.86,0.72,116.6,0.61,0.54,0.71,0.05,0.08,0.23,0.23,2023
VorwennBAR,613,0.94,186.5,0.92,0.74,128.1,0.65,0.3,0.71,0.06,0.06,0.25,0.17,2023
Zebeej1KLG,755,0.94,179.6,0.93,0.7,118.4,0.64,0.33,0.69,0.06,0.08,0.28,0.18,2024
STAVINCIATN,1100,0.94,172.6,0.9,0.74,112.8,0.62,0.39,0.69,0.05,0.07,0.32,0.15,2024
MisayaDIG,1302,0.94,176.0,0.87,0.75,111.9,0.6,0.48,0.69,0.07,0.09,0.16,0.13,2024
NikumanyaroDNE,304,0.94,197.5,0.97,0.73,128.8,0.7,0.3,0.72,0.11,0.1,0.3,0.13,2024
AsLanM4shadoWS2G,578,0.94,199.1,0.95,0.68,134.2,0.71,0.19,0.74,0.07,0.11,0.26,0.19,2023
zeekEP,319,0.94,199.2,0.88,0.65,132.9,0.68,0.26,0.77,0.1,0.11,0.26,0.27,2023
heybayTE,388,0.94,189.4,0.9,0.71,142.8,0.66,0.2,0.74,0.23,0.17,0.27,0.0,2023
LysoarWOL,425,0.94,224.3,1.07,0.72,133.8,0.77,0.23,0.72,0.07,0.12,0.31,0.0,2023
jzzLOS,554,0.94,191.0,0.9,0.71,121.5,0.67,0.31,0.75,0.11,0.12,0.28,0.09,2023
Macca,265,0.94,203.8,0.97,0.71,134.2,0.71,0.2,0.73,0.12,0.17,0.2,0.22,2023
TvirusLukeTEC,955,0.94,236.8,1.02,0.69,141.7,0.82,0.17,0.8,0.23,0.2,0.27,0.19,2023
MinikidIGW,342,0.94,179.5,0.9,0.72,121.5,0.64,0.29,0.71,0.06,0.06,0.31,0.12,2023
musz3kkFFV,839,0.94,218.2,0.96,0.66,142.0,0.75,0.17,0.78,0.15,0.16,0.23,0.04,2023
PoPiFresHTQ,1198,0.94,170.4,1.0,0.73,112.7,0.61,0.18,0.61,0.07,0.07,0.21,0.09,2023
vizslaFH,985,0.94,203.0,0.94,0.69,134.8,0.69,0.19,0.73,0.12,0.13,0.24,0.19,2023
mNdSCAOS,1385,0.94,182.6,0.94,0.71,122.6,0.63,0.22,0.68,0.08,0.11,0.25,0.13,2023
Verninamfs,818,0.94,193.0,0.99,0.68,129.7,0.68,0.14,0.68,0.14,0.12,0.24,0.17,2023
SupernovaSE,1027,0.94,193.4,0.92,0.71,122.7,0.67,0.42,0.73,0.08,0.11,0.22,0.18,2023
yuhiDFM.GC,529,0.94,181.9,0.94,0.67,121.6,0.65,0.21,0.69,0.06,0.1,0.24,0.18,2023
AglaTeam,542,0.94,204.3,0.89,0.7,137.5,0.68,0.33,0.77,0.12,0.11,0.26,0.18,2023
johmsVAL,678,0.94,195.2,0.95,0.72,132.0,0.69,0.27,0.73,0.09,0.08,0.27,0.18,2024
marcheNWJ,1129,0.94,171.4,0.9,0.75,111.2,0.59,0.43,0.65,0.07,0.07,0.23,0.2,2023
znn,381,0.94,176.4,0.91,0.66,120.4,0.64,0.31,0.7,0.07,0.07,0.23,0.24,2023
Interlaced,497,0.94,177.0,0.92,0.74,116.9,0.62,0.38,0.67,0.05,0.05,0.24,0.12,2024
TORONTO,349,0.94,180.8,0.9,0.67,123.7,0.65,0.25,0.72,0.07,0.09,0.33,0.15,2024
wstVirginiaDUPG,1128,0.94,188.4,0.91,0.67,129.4,0.68,0.24,0.74,0.08,0.1,0.35,0.15,2024
M4NI4NHOF,200,0.94,178.0,0.92,0.64,120.9,0.66,0.17,0.71,0.04,0.08,0.23,0.15,2024
nateIL,693,0.94,209.3,0.98,0.69,140.2,0.74,0.18,0.75,0.18,0.18,0.29,0.19,2024
CALVIN SNXT,930,0.94,176.6,0.87,0.67,121.5,0.62,0.29,0.72,0.06,0.08,0.29,0.17,2024
RamaLEV.GC,241,0.94,190.2,0.89,0.69,118.2,0.65,0.46,0.73,0.06,0.13,0.19,0.16,2024
tweethyAGT,799,0.94,178.7,0.92,0.71,118.0,0.62,0.27,0.68,0.05,0.08,0.25,0.14,2024
Alucard,1008,0.94,175.0,0.89,0.72,118.0,0.59,0.36,0.67,0.05,0.07,0.22,0.16,2024
Rox1deFH,209,0.94,176.2,0.96,0.67,123.0,0.62,0.16,0.65,0.06,0.07,0.22,0.21,2024
OWENTOD,363,0.94,191.6,0.91,0.69,127.7,0.67,0.3,0.74,0.09,0.09,0.27,0.17,2024
Igi,330,0.94,193.3,0.94,0.66,125.3,0.67,0.3,0.71,0.06,0.09,0.28,0.11,2024
popoman4QTUMT,1192,0.94,171.2,0.89,0.71,112.8,0.6,0.38,0.68,0.04,0.05,0.24,0.17,2024
BONCECHIL,491,0.94,210.8,0.98,0.68,140.4,0.77,0.15,0.78,0.11,0.13,0.29,0.18,2024
ORI4KLYO,246,0.94,197.1,0.92,0.68,131.1,0.69,0.16,0.75,0.08,0.09,0.38,0.11,2024
tdawggCUBE,1540,0.94,181.5,0.93,0.73,121.6,0.62,0.35,0.67,0.08,0.1,0.21,0.16,2024
kivaryGOAT,841,0.94,203.9,0.96,0.69,132.5,0.71,0.24,0.74,0.16,0.18,0.23,0.22,2024
flyMIBR.GC,598,0.94,184.5,0.86,0.71,122.2,0.62,0.43,0.72,0.06,0.11,0.26,0.09,2023
mediKaTWIS.O,1211,0.94,193.3,0.9,0.71,126.1,0.65,0.38,0.72,0.08,0.11,0.22,0.14,2023
Irene,220,0.94,200.4,0.89,0.68,126.3,0.7,0.37,0.8,0.08,0.15,0.18,0.06,2023
Agatha,357,0.94,184.3,0.86,0.66,124.0,0.65,0.28,0.75,0.03,0.04,0.16,0.12,2023
CyprinDIS.E,1260,0.94,181.4,0.93,0.71,121.3,0.63,0.32,0.68,0.07,0.09,0.24,0.14,2023
emluoPAW,890,0.94,179.5,0.98,0.71,123.2,0.63,0.16,0.64,0.09,0.08,0.29,0.2,2023
hina,846,0.94,184.5,0.94,0.68,123.9,0.66,0.26,0.7,0.07,0.08,0.27,0.1,2023
NafGMX.L,999,0.94,191.4,0.93,0.73,132.0,0.65,0.28,0.7,0.07,0.08,0.24,0.12,2023
gbzMIBR.AC,1195,0.94,190.2,0.91,0.74,124.9,0.64,0.35,0.71,0.11,0.1,0.28,0.1,2024
TechnoS8UL,714,0.94,183.6,0.88,0.71,123.2,0.65,0.29,0.74,0.07,0.07,0.25,0.14,2023
Chepe,207,0.94,186.1,0.95,0.7,121.4,0.67,0.37,0.71,0.07,0.08,0.22,0.12,2023
VandetaDRGN,579,0.94,209.1,0.93,0.68,136.6,0.74,0.21,0.79,0.16,0.18,0.26,0.21,2023
Away,492,0.94,188.4,0.91,0.71,124.5,0.66,0.39,0.72,0.06,0.11,0.33,0.13,2023
NDGTS.AC,607,0.94,183.5,0.96,0.73,123.9,0.65,0.22,0.68,0.08,0.07,0.23,0.12,2024
BraveEF,575,0.94,193.7,0.93,0.69,127.6,0.67,0.32,0.72,0.1,0.09,0.34,0.21,2024
starxoJL,740,0.94,180.3,0.91,0.71,117.5,0.62,0.42,0.69,0.07,0.11,0.23,0.18,2024
runneRGX,1293,0.94,202.6,0.94,0.7,134.4,0.69,0.25,0.73,0.13,0.13,0.2,0.15,2024
mwzeraFUR,555,0.94,216.5,0.93,0.69,142.2,0.75,0.21,0.81,0.15,0.16,0.2,0.05,2024
CortezZAR,609,0.94,186.7,0.86,0.72,117.7,0.64,0.4,0.74,0.09,0.08,0.28,0.16,2024
CohburgSAD,1353,0.94,189.6,0.95,0.71,125.0,0.65,0.27,0.68,0.09,0.1,0.25,0.17,2024
litshiiPXU,880,0.94,182.5,0.88,0.71,123.1,0.63,0.38,0.71,0.07,0.08,0.25,0.14,2024
HUYNHFCN,856,0.94,182.3,0.91,0.72,118.3,0.62,0.37,0.68,0.08,0.1,0.22,0.03,2024
Uzi1M,633,0.94,189.1,0.9,0.7,126.4,0.67,0.29,0.74,0.09,0.11,0.23,0.14,2024
DragyCNL,543,0.94,192.4,0.88,0.72,127.3,0.66,0.4,0.75,0.11,0.09,0.25,0.15,2024
FrxeezIGZ,686,0.94,209.5,0.98,0.7,134.2,0.73,0.22,0.74,0.19,0.2,0.19,0.24,2024
artaa,365,0.94,186.5,0.86,0.67,124.5,0.64,0.3,0.75,0.1,0.1,0.26,0.17,2024
MinimiseJJH,1152,0.94,193.3,0.96,0.74,123.1,0.67,0.43,0.7,0.11,0.12,0.23,0.15,2024
dokFish,882,0.94,176.7,0.88,0.7,120.2,0.64,0.34,0.73,0.06,0.09,0.35,0.08,2024
stepaFUZO,562,0.94,213.3,0.95,0.67,139.5,0.73,0.17,0.77,0.2,0.17,0.26,0.1,2024
Foxy9GEN,1333,0.94,178.6,0.95,0.72,117.8,0.64,0.31,0.67,0.08,0.09,0.31,0.16,2024
banTLN,944,0.94,193.6,0.95,0.67,128.7,0.69,0.23,0.72,0.12,0.11,0.33,0.09,2024
KrizzZ10,1060,0.94,195.6,0.93,0.68,132.7,0.68,0.18,0.73,0.13,0.14,0.24,0.13,2024
ReiAB3,305,0.94,200.7,0.91,0.72,135.8,0.71,0.2,0.78,0.16,0.15,0.35,0.14,2024
HaimerejAIM,569,0.94,180.2,0.92,0.69,121.0,0.67,0.22,0.73,0.06,0.08,0.33,0.18,2024
DaeGiCRG,444,0.94,208.5,0.97,0.67,137.3,0.71,0.19,0.73,0.13,0.18,0.22,0.06,2024
nasKFUZO,342,0.94,192.6,0.88,0.68,130.0,0.63,0.32,0.72,0.08,0.09,0.21,0.12,2023
WIXBFX,1337,0.94,197.0,0.96,0.68,132.3,0.69,0.21,0.72,0.09,0.1,0.27,0.17,2023
notxdHYPE,202,0.94,178.8,1.01,0.75,119.7,0.63,0.15,0.62,0.08,0.05,0.24,0.16,2023
ballow,341,0.94,193.9,0.88,0.67,128.6,0.65,0.35,0.74,0.09,0.1,0.15,0.24,2023
markLOPY,456,0.94,189.5,0.92,0.64,129.9,0.66,0.18,0.71,0.09,0.09,0.25,0.22,2023
NinouLUN,528,0.94,171.0,0.85,0.76,109.2,0.59,0.44,0.69,0.05,0.04,0.24,0.2,2025
FoxarMISK,385,0.94,172.3,0.92,0.7,115.1,0.62,0.26,0.68,0.05,0.07,0.27,0.16,2024
sogoFCN,434,0.94,184.4,0.91,0.69,124.9,0.64,0.32,0.7,0.06,0.08,0.27,0.08,2024
SzalonyAGT,289,0.94,195.1,0.97,0.68,130.0,0.73,0.15,0.75,0.1,0.14,0.28,0.13,2024
Rudi100T,451,0.94,187.6,0.92,0.72,124.3,0.64,0.35,0.69,0.07,0.1,0.19,0.18,2024
Swichblade,407,0.94,174.4,0.91,0.7,113.3,0.6,0.3,0.66,0.08,0.08,0.23,0.16,2024
HoangBao2,595,0.94,200.2,0.89,0.7,135.4,0.68,0.23,0.76,0.11,0.12,0.26,0.2,2024
Lanoo,274,0.94,196.6,0.85,0.71,131.0,0.64,0.3,0.74,0.08,0.07,0.13,0.07,2024
akiBlah,327,0.94,188.6,0.9,0.64,129.9,0.66,0.21,0.73,0.09,0.06,0.23,0.09,2024
blackhawkAR,408,0.94,182.6,0.87,0.74,116.6,0.61,0.41,0.71,0.06,0.06,0.33,0.09,2023
re1sxdDxD,339,0.94,191.7,0.95,0.64,127.8,0.66,0.18,0.7,0.06,0.1,0.21,0.21,2023
Xavier,286,0.94,224.0,1.02,0.69,140.4,0.74,0.19,0.73,0.21,0.18,0.28,0.14,2023
YAYAHIT,361,0.94,165.4,0.85,0.69,109.9,0.53,0.37,0.63,0.05,0.07,0.28,0.17,2023
q1taTEAR,641,0.94,175.5,0.89,0.75,119.4,0.62,0.37,0.7,0.07,0.07,0.26,0.19,2024
LuvjixESC,418,0.94,160.9,0.93,0.74,109.2,0.56,0.39,0.61,0.06,0.07,0.23,0.17,2024
fredFB,556,0.94,223.5,1.01,0.71,139.5,0.78,0.13,0.78,0.21,0.18,0.29,0.18,2024
corteziaRED,596,0.94,193.1,1.0,0.68,129.6,0.7,0.18,0.7,0.09,0.08,0.36,0.13,2025
Askia2G,199,0.94,200.3,0.98,0.67,137.9,0.7,0.16,0.72,0.15,0.17,0.32,0.16,2025
saadhakKC,342,0.94,180.7,0.9,0.73,119.0,0.61,0.38,0.68,0.08,0.12,0.28,0.15,2025
AvovAAPK,283,0.94,180.4,0.85,0.72,116.5,0.6,0.37,0.71,0.06,0.05,0.33,0.18,2025
RossyLEV,180,0.94,180.2,0.9,0.72,120.7,0.67,0.32,0.74,0.05,0.09,0.32,0.11,2025
AAAAYFPX,391,0.94,195.0,1.06,0.68,126.1,0.71,0.26,0.67,0.06,0.05,0.34,0.0,2025
beliplayBCK,373,0.94,171.8,0.89,0.69,115.3,0.62,0.25,0.71,0.08,0.11,0.27,0.08,2024
PoetiteMyth,1226,0.94,187.2,0.92,0.74,122.0,0.63,0.4,0.69,0.09,0.1,0.27,0.22,2024
babzzzZIK,1464,0.94,199.7,1.0,0.66,131.2,0.71,0.19,0.71,0.09,0.12,0.24,0.14,2024
LujTWIS.O,761,0.94,187.9,0.97,0.71,126.4,0.67,0.29,0.69,0.07,0.08,0.35,0.11,2024
CoaxTena,1309,0.94,173.6,0.92,0.7,116.6,0.63,0.3,0.68,0.06,0.07,0.33,0.14,2024
merylINC.GC,284,0.94,166.5,0.87,0.79,108.6,0.6,0.42,0.69,0.05,0.07,0.27,0.13,2024
aurea,319,0.94,171.9,0.89,0.71,116.2,0.61,0.29,0.68,0.03,0.08,0.34,0.09,2024
boopieTena,716,0.94,186.4,0.92,0.68,124.0,0.66,0.3,0.72,0.11,0.1,0.23,0.18,2024
aiko,574,0.94,201.5,0.93,0.73,130.0,0.68,0.38,0.74,0.12,0.13,0.22,0.11,2024
HyungwonhoERM,1195,0.94,170.0,0.92,0.68,110.7,0.61,0.31,0.67,0.05,0.07,0.22,0.22,2024
SetrexzKIWI,589,0.94,207.8,0.96,0.65,132.3,0.73,0.16,0.77,0.19,0.19,0.35,0.15,2025
LauGuzBBB.GC,259,0.94,197.8,0.89,0.68,137.1,0.69,0.22,0.78,0.16,0.14,0.24,0.16,2025
sunriseNeon,241,0.94,216.6,0.93,0.66,147.6,0.73,0.24,0.78,0.13,0.16,0.2,0.18,2025
AyuuTTL,629,0.94,168.1,0.91,0.72,113.4,0.61,0.35,0.67,0.05,0.06,0.26,0.09,2024
MawykPRA,598,0.94,167.3,0.86,0.69,104.9,0.58,0.42,0.67,0.05,0.07,0.18,0.09,2024
ValyIFZ,488,0.94,196.0,0.94,0.7,129.5,0.72,0.32,0.76,0.1,0.12,0.22,0.19,2024
gabe,624,0.94,180.9,0.95,0.68,122.0,0.64,0.23,0.68,0.07,0.09,0.27,0.11,2025
PhobiaReal,624,0.94,183.1,0.91,0.7,123.6,0.64,0.33,0.71,0.09,0.09,0.27,0.16,2025
eggyPXU.GC,257,0.94,161.0,0.95,0.72,99.5,0.57,0.36,0.6,0.08,0.08,0.33,0.04,2025
RedaraCTRL,226,0.94,192.1,0.89,0.7,123.3,0.66,0.46,0.74,0.05,0.08,0.27,0.0,2025
NamiGX.GC,859,0.94,196.1,0.94,0.72,126.5,0.69,0.35,0.73,0.11,0.11,0.37,0.08,2025
paTiTekTL,802,0.94,169.2,0.9,0.73,113.5,0.58,0.36,0.65,0.08,0.06,0.25,0.11,2025
purp0GX,329,0.94,200.9,0.91,0.71,133.4,0.71,0.23,0.78,0.14,0.16,0.35,0.08,2025
jkuroJDG,419,0.94,191.8,0.9,0.73,117.9,0.65,0.39,0.73,0.08,0.08,0.29,0.0,2025
yayEG,289,0.94,195.9,0.94,0.64,131.1,0.7,0.16,0.74,0.15,0.12,0.32,0.23,2025
ShiroBME,348,0.94,182.1,0.87,0.71,122.8,0.61,0.36,0.7,0.11,0.08,0.25,0.15,2025
alyssayyeYDZ.GC,679,0.94,195.3,0.95,0.66,130.8,0.69,0.21,0.73,0.09,0.09,0.24,0.22,2024
NamhomEGViri,254,0.94,194.8,0.94,0.7,126.1,0.69,0.15,0.74,0.16,0.14,0.27,0.19,2024
FlickerDRX.AC,560,0.94,198.4,0.93,0.68,132.5,0.69,0.22,0.74,0.1,0.12,0.27,0.18,2025
EyeJye,252,0.94,197.2,1.0,0.72,126.7,0.72,0.15,0.72,0.1,0.07,0.26,0.13,2025
sam,253,0.94,210.3,0.98,0.67,138.0,0.73,0.19,0.74,0.09,0.16,0.2,0.1,2025
toadfishNOOB.GC,306,0.94,182.9,0.94,0.68,122.2,0.63,0.24,0.67,0.08,0.08,0.19,0.11,2025
noriPRA,509,0.94,204.6,0.98,0.61,127.5,0.73,0.15,0.74,0.12,0.12,0.34,0.07,2025
reddBGT,385,0.94,211.2,1.0,0.66,118.1,0.76,0.16,0.76,0.17,0.12,0.34,0.15,2025
dreaINFX,241,0.94,197.4,0.91,0.66,127.1,0.7,0.27,0.76,0.07,0.1,0.22,0.16,2025
jia,641,0.94,211.8,0.93,0.73,137.7,0.75,0.38,0.8,0.12,0.11,0.25,0.1,2025
SpookySupe,691,0.94,175.1,0.92,0.69,120.3,0.65,0.23,0.7,0.05,0.06,0.31,0.17,2025
GiuNOVO.NI,468,0.94,148.4,0.94,0.79,90.8,0.55,0.46,0.59,0.05,0.06,0.25,0.13,2025
Alleyra,284,0.94,193.1,0.92,0.67,131.0,0.7,0.17,0.76,0.04,0.03,0.34,0.06,2025
nysa,213,0.94,174.0,1.0,0.67,117.2,0.64,0.2,0.64,0.08,0.08,0.31,0.25,2025
BlossiATNR,747,0.94,177.8,0.91,0.72,117.7,0.63,0.41,0.69,0.06,0.09,0.25,0.05,2025
Bini,287,0.94,179.2,0.93,0.69,120.6,0.66,0.32,0.71,0.05,0.07,0.32,0.17,2025
lilHassTeam,342,0.94,191.2,0.89,0.73,121.6,0.65,0.44,0.74,0.05,0.08,0.23,0.15,2024
PingSongFL.GC,646,0.94,186.6,0.92,0.73,120.9,0.64,0.33,0.7,0.08,0.07,0.27,0.11,2024
QiQiAy,400,0.94,184.1,0.98,0.72,126.7,0.64,0.22,0.65,0.05,0.11,0.23,0.28,2024
MadySaD,215,0.94,196.8,0.94,0.72,126.7,0.7,0.28,0.74,0.06,0.1,0.33,0.24,2024
VennIWC.F,224,0.94,185.7,0.89,0.7,116.8,0.67,0.27,0.75,0.08,0.06,0.32,0.09,2024
wackieJL,569,0.94,170.7,0.95,0.75,116.2,0.6,0.26,0.63,0.07,0.06,0.29,0.12,2025
liam,234,0.94,177.3,0.99,0.74,111.7,0.62,0.31,0.63,0.07,0.09,0.22,0.14,2025
NahsieWU,850,0.94,179.6,0.89,0.71,118.6,0.62,0.39,0.7,0.04,0.07,0.27,0.14,2025
v1bzBBB,416,0.94,190.5,0.88,0.75,122.2,0.67,0.39,0.76,0.09,0.08,0.25,0.21,2025
SacakeHGE,1012,0.94,173.4,0.9,0.71,107.9,0.59,0.45,0.65,0.07,0.08,0.27,0.13,2025
kyaDET,701,0.94,178.7,0.97,0.7,116.9,0.63,0.22,0.65,0.07,0.1,0.3,0.23,2025
Neyes,517,0.94,183.8,0.94,0.7,122.1,0.67,0.34,0.71,0.05,0.08,0.29,0.15,2025
SÜSS,274,0.94,194.2,0.98,0.7,128.0,0.67,0.24,0.68,0.11,0.07,0.33,0.16,2025
MiyeonZEN,633,0.94,215.8,0.98,0.66,140.7,0.76,0.16,0.77,0.17,0.18,0.24,0.33,2025
zeronaSAD,383,0.94,192.5,0.92,0.71,126.8,0.68,0.34,0.74,0.08,0.1,0.31,0.14,2025
kalitaZEN.GC,1095,0.94,174.8,0.88,0.71,120.2,0.61,0.32,0.69,0.07,0.08,0.25,0.12,2024
juseuMZP,566,0.94,203.0,1.01,0.69,133.2,0.72,0.16,0.71,0.16,0.15,0.3,0.17,2025
MakaAB3,915,0.94,185.5,0.9,0.73,121.2,0.64,0.43,0.71,0.08,0.11,0.23,0.19,2025
MnFeaRMGLZ,574,0.94,190.0,0.89,0.7,128.0,0.66,0.35,0.74,0.07,0.09,0.27,0.1,2025
pituF0,248,0.94,181.8,0.91,0.73,126.0,0.63,0.34,0.69,0.05,0.08,0.23,0.1,2025
mxzin,209,0.94,188.9,0.91,0.67,122.9,0.64,0.32,0.7,0.09,0.1,0.23,0.09,2025
Panaek6K,217,0.94,176.6,0.92,0.7,123.1,0.62,0.2,0.67,0.06,0.08,0.27,0.37,2025
golackKPI,421,0.94,207.9,0.97,0.64,135.3,0.74,0.15,0.76,0.16,0.2,0.29,0.21,2025
AKUMAAAAAJL,569,0.94,214.3,1.01,0.7,139.8,0.75,0.19,0.74,0.18,0.21,0.32,0.11,2025
ip0TTSUP,453,0.94,207.8,0.96,0.68,137.6,0.72,0.24,0.75,0.13,0.13,0.31,0.12,2025
TerroxNXT,376,0.94,190.6,0.92,0.66,121.1,0.69,0.19,0.74,0.07,0.08,0.27,0.16,2025
